win,lose,probability
Minnesota Timberwolves,Milwaukee Bucks,0.5353280621794868
New York Knicks,New Orleans Pelicans,0.5506307424491993
San Antonio Spurs,Portland Trail Blazers,0.7585812347033277
Washington Wizards,Brooklyn Nets,0.8127850473372907
Chicago Bulls,Milwaukee Bucks,0.6684844220393108
Cleveland Cavaliers,Charlotte Hornets,0.6948136734305805
Houston Rockets,New York Knicks,0.6130892360186697
Oklahoma City Thunder,Los Angeles Clippers,0.547483325228006
Memphis Grizzlies,Sacramento Kings,0.5570480332515214
Utah Jazz,Phoenix Suns,0.7608551217696651
San Antonio Spurs,Atlanta Hawks,0.7829754585394448
Indiana Pacers,Orlando Magic,0.6574999673797128
Toronto Raptors,Los Angeles Lakers,0.9533588774887666
Miami Heat,Detroit Pistons,0.5412695476513851
Portland Trail Blazers,Minnesota Timberwolves,0.7237135379605613
Utah Jazz,Brooklyn Nets,0.8248767303354182
Charlotte Hornets,Chicago Bulls,0.6364765484522903
Cleveland Cavaliers,New Orleans Pelicans,0.8508330455248602
Golden State Warriors,Denver Nuggets,0.9109258783068479
Washington Wizards,Houston Rockets,0.5077324397008014
Los Angeles Clippers,Phoenix Suns,0.8685489166184053
Oklahoma City Thunder,Milwaukee Bucks,0.8444883181872083
Orlando Magic,New York Knicks,0.5959525006503705
Boston Celtics,Utah Jazz,0.5964170601219831
Washington Wizards,Dallas Mavericks,0.5362394204328811
Denver Nuggets,Sacramento Kings,0.5246696547629676
Indiana Pacers,Detroit Pistons,0.5320864698836125
Memphis Grizzlies,Los Angeles Lakers,0.8602355125221532
Minnesota Timberwolves,Philadelphia 76ers,0.8293503096926906
Miami Heat,Phoenix Suns,0.8623719415309056
San Antonio Spurs,Toronto Raptors,0.6169236330998168
Oklahoma City Thunder,Charlotte Hornets,0.6715653947412316
Cleveland Cavaliers,Chicago Bulls,0.6935506703909322
Golden State Warriors,Portland Trail Blazers,0.7941755970661033
Los Angeles Clippers,Memphis Grizzlies,0.6981131640432354
Milwaukee Bucks,New York Knicks,0.5021573138943582
Atlanta Hawks,Orlando Magic,0.7041034967264221
Miami Heat,Sacramento Kings,0.7252655317700141
Dallas Mavericks,Phoenix Suns,0.7482428181302886
San Antonio Spurs,Denver Nuggets,0.8987458612855814
Charlotte Hornets,Detroit Pistons,0.5906883005931782
Oklahoma City Thunder,Houston Rockets,0.7648253149728017
Indiana Pacers,Brooklyn Nets,0.8466463865473975
Atlanta Hawks,New Orleans Pelicans,0.7735972199961295
Portland Trail Blazers,Los Angeles Lakers,0.8680758263902161
Toronto Raptors,Utah Jazz,0.6598504245304245
Boston Celtics,Philadelphia 76ers,0.9395033615570536
Cleveland Cavaliers,Brooklyn Nets,0.9345615666425854
Golden State Warriors,Memphis Grizzlies,0.8678563483442382
Miami Heat,Los Angeles Lakers,0.9281618246189922
New York Knicks,Milwaukee Bucks,0.5130906957025485
Houston Rockets,Orlando Magic,0.5919111038159905
Los Angeles Clippers,Sacramento Kings,0.7804112720714933
Washington Wizards,Minnesota Timberwolves,0.7097337128092466
Boston Celtics,New Orleans Pelicans,0.781938995437302
Toronto Raptors,Chicago Bulls,0.7448959802309059
Atlanta Hawks,Dallas Mavericks,0.6636226117713075
Indiana Pacers,New York Knicks,0.6826887772479387
Utah Jazz,Minnesota Timberwolves,0.681858734909926
Oklahoma City Thunder,Denver Nuggets,0.8418739777698462
San Antonio Spurs,Charlotte Hornets,0.7286888140848503
Brooklyn Nets,Philadelphia 76ers,0.6905007933506996
Los Angeles Clippers,Miami Heat,0.5241777143946906
Orlando Magic,Los Angeles Lakers,0.835428070883298
Utah Jazz,Memphis Grizzlies,0.5607762191012384
Washington Wizards,Milwaukee Bucks,0.6326549078723191
Cleveland Cavaliers,Phoenix Suns,0.9264938343881315
Portland Trail Blazers,Detroit Pistons,0.5035989427362871
Golden State Warriors,Sacramento Kings,0.9203797470779376
Toronto Raptors,Houston Rockets,0.683524055013031
Oklahoma City Thunder,Chicago Bulls,0.7692911824673487
Dallas Mavericks,Minnesota Timberwolves,0.6734921952671589
New Orleans Pelicans,New York Knicks,0.5065148100888546
Atlanta Hawks,Brooklyn Nets,0.8740663534572619
Golden State Warriors,Miami Heat,0.7577886741192551
Charlotte Hornets,Houston Rockets,0.6306740268688225
Portland Trail Blazers,Los Angeles Lakers,0.9128628895265775
Detroit Pistons,Sacramento Kings,0.6483249915676477
San Antonio Spurs,Milwaukee Bucks,0.9046006990476123
Toronto Raptors,Boston Celtics,0.5628047183984541
Cleveland Cavaliers,Utah Jazz,0.791325806376813
Chicago Bulls,Washington Wizards,0.5374210240458612
Boston Celtics,Washington Wizards,0.6311534870011654
Los Angeles Clippers,Orlando Magic,0.7371058246590481
Houston Rockets,Minnesota Timberwolves,0.6581228392028883
Oklahoma City Thunder,Memphis Grizzlies,0.7737103795467832
New York Knicks,Philadelphia 76ers,0.8753694528111156
Cleveland Cavaliers,Portland Trail Blazers,0.7395360161954911
New Orleans Pelicans,Brooklyn Nets,0.6600013285415054
Indiana Pacers,Denver Nuggets,0.660408146000856
Golden State Warriors,Detroit Pistons,0.8175210927563298
Chicago Bulls,New York Knicks,0.7212033715166171
Dallas Mavericks,Phoenix Suns,0.8000344595053305
San Antonio Spurs,Los Angeles Lakers,0.9594542434978771
Boston Celtics,Atlanta Hawks,0.5139051143528248
Houston Rockets,Memphis Grizzlies,0.5383451712582753
Miami Heat,Milwaukee Bucks,0.7503633998371554
Oklahoma City Thunder,Minnesota Timberwolves,0.8537228304695388
Charlotte Hornets,Philadelphia 76ers,0.9500132607312739
Portland Trail Blazers,Orlando Magic,0.6432599188006
Cleveland Cavaliers,Sacramento Kings,0.8415276890150449
Toronto Raptors,Brooklyn Nets,0.9040335066376546
Detroit Pistons,Utah Jazz,0.5683153739155573
Chicago Bulls,New Orleans Pelicans,0.6646101154229931
Los Angeles Clippers,Los Angeles Lakers,0.9109662411848778
San Antonio Spurs,Phoenix Suns,0.9553125249067963
Utah Jazz,Orlando Magic,0.5744826533399671
Washington Wizards,Philadelphia 76ers,0.9037996818360038
Atlanta Hawks,Milwaukee Bucks,0.7787359570583884
Houston Rockets,Brooklyn Nets,0.8088193734058322
Dallas Mavericks,Minnesota Timberwolves,0.6713503500507426
Detroit Pistons,Los Angeles Lakers,0.900226332644575
Chicago Bulls,Memphis Grizzlies,0.5700970354125934
Oklahoma City Thunder,Sacramento Kings,0.8266675892818294
Toronto Raptors,New York Knicks,0.7859168782671246
Boston Celtics,Charlotte Hornets,0.5082470562560928
Orlando Magic,Denver Nuggets,0.5054897146949708
Golden State Warriors,Cleveland Cavaliers,0.6086611032901414
Indiana Pacers,New Orleans Pelicans,0.7339468999670422
Oklahoma City Thunder,Los Angeles Clippers,0.6212064986941442
Milwaukee Bucks,Philadelphia 76ers,0.8405025068692311
Atlanta Hawks,New York Knicks,0.7858621983114502
Utah Jazz,Phoenix Suns,0.806092018890563
Portland Trail Blazers,Washington Wizards,0.5775345922845827
Toronto Raptors,Brooklyn Nets,0.9182482247630956
Dallas Mavericks,Chicago Bulls,0.5409660561490581
Denver Nuggets,Los Angeles Lakers,0.7980887162015742
Miami Heat,Houston Rockets,0.5803258064698883
San Antonio Spurs,Minnesota Timberwolves,0.9130667763465643
Boston Celtics,New York Knicks,0.7366089052862022
Charlotte Hornets,Portland Trail Blazers,0.5214548871028506
Atlanta Hawks,Detroit Pistons,0.5979430700382122
Golden State Warriors,Oklahoma City Thunder,0.6339349440450777
Houston Rockets,Milwaukee Bucks,0.6739999656469257
Orlando Magic,New Orleans Pelicans,0.5786423369996601
Toronto Raptors,Philadelphia 76ers,0.9694151341237822
Indiana Pacers,Sacramento Kings,0.6636701888610645
Washington Wizards,Memphis Grizzlies,0.5545803007636606
Cleveland Cavaliers,Phoenix Suns,0.903417842706606
Los Angeles Clippers,Minnesota Timberwolves,0.8195387290615809
Miami Heat,Dallas Mavericks,0.5634138094096243
Washington Wizards,New York Knicks,0.6826320381577766
San Antonio Spurs,Denver Nuggets,0.892796361949082
Atlanta Hawks,Chicago Bulls,0.5784725056052004
Toronto Raptors,Charlotte Hornets,0.641650199445147
Utah Jazz,Dallas Mavericks,0.5724422813303772
Golden State Warriors,Houston Rockets,0.8874190987646684
Indiana Pacers,Los Angeles Lakers,0.9061706858188118
Memphis Grizzlies,Sacramento Kings,0.5987553020509561
New Orleans Pelicans,Brooklyn Nets,0.6768124000891332
Orlando Magic,Milwaukee Bucks,0.6045874779172229
Portland Trail Blazers,Philadelphia 76ers,0.9420119857938226
Atlanta Hawks,Philadelphia 76ers,0.9374176491033244
Boston Celtics,Portland Trail Blazers,0.547339716108316
Chicago Bulls,Sacramento Kings,0.6087492132170415
Charlotte Hornets,Brooklyn Nets,0.866080883633608
San Antonio Spurs,Cleveland Cavaliers,0.6862886561929887
Los Angeles Clippers,Denver Nuggets,0.7779025812928455
Detroit Pistons,Washington Wizards,0.5342875404723159
Houston Rockets,Memphis Grizzlies,0.5341781199823356
Miami Heat,Milwaukee Bucks,0.7540998485714551
New York Knicks,Phoenix Suns,0.6150477713846741
Indiana Pacers,Utah Jazz,0.5849165616286522
Dallas Mavericks,Los Angeles Lakers,0.8215029720790047
Minnesota Timberwolves,Denver Nuggets,0.5029384825376504
Golden State Warriors,Orlando Magic,0.9142259358745395
Toronto Raptors,Phoenix Suns,0.8853107928770131
Los Angeles Clippers,Atlanta Hawks,0.5873956280945545
San Antonio Spurs,Brooklyn Nets,0.9603525920382266
Charlotte Hornets,Washington Wizards,0.6066167804633499
Detroit Pistons,Sacramento Kings,0.6537015417992514
Indiana Pacers,New York Knicks,0.6826887772479387
Golden State Warriors,Miami Heat,0.8416262957560511
Houston Rockets,Milwaukee Bucks,0.6417221946089124
Cleveland Cavaliers,New Orleans Pelicans,0.8754796053132593
Oklahoma City Thunder,Utah Jazz,0.7730279027321552
Utah Jazz,Denver Nuggets,0.6331688864327247
Chicago Bulls,Orlando Magic,0.6264910402540619
Los Angeles Clippers,Philadelphia 76ers,0.9642500161648123
Minnesota Timberwolves,Phoenix Suns,0.6031703871148638
San Antonio Spurs,Toronto Raptors,0.7260957624365403
Boston Celtics,Washington Wizards,0.6276399315265629
Boston Celtics,Houston Rockets,0.621976289583085
Miami Heat,Brooklyn Nets,0.876539607846256
Atlanta Hawks,Chicago Bulls,0.6434096832793894
Golden State Warriors,Charlotte Hornets,0.8321022326757646
Cleveland Cavaliers,Sacramento Kings,0.8174701231769402
Dallas Mavericks,New York Knicks,0.585656069434797
Toronto Raptors,Memphis Grizzlies,0.75275299481349
Milwaukee Bucks,Philadelphia 76ers,0.8405025068692311
Oklahoma City Thunder,New Orleans Pelicans,0.8632859868446996
Portland Trail Blazers,Los Angeles Lakers,0.8680758263902161
Denver Nuggets,Phoenix Suns,0.6974637590393838
Indiana Pacers,Minnesota Timberwolves,0.7071546936643269
Oklahoma City Thunder,Dallas Mavericks,0.7183843205230332
Utah Jazz,Los Angeles Lakers,0.831272759614812
Atlanta Hawks,Washington Wizards,0.6227061676223614
Boston Celtics,Orlando Magic,0.7139066504181132
Miami Heat,Chicago Bulls,0.6485916709722933
Cleveland Cavaliers,Brooklyn Nets,0.9194535611043368
Indiana Pacers,Sacramento Kings,0.6841460537247988
San Antonio Spurs,New Orleans Pelicans,0.922628596235012
Charlotte Hornets,New York Knicks,0.7807549639415577
Houston Rockets,Philadelphia 76ers,0.9227109941911623
Portland Trail Blazers,Memphis Grizzlies,0.5979403424912502
Toronto Raptors,Milwaukee Bucks,0.8272844877816359
Charlotte Hornets,Sacramento Kings,0.7172978189251987
Golden State Warriors,Los Angeles Clippers,0.6991517991241127
Miami Heat,Detroit Pistons,0.5412695476513851
Boston Celtics,Milwaukee Bucks,0.7503179388427248
Minnesota Timberwolves,Brooklyn Nets,0.6937930637885183
Denver Nuggets,Phoenix Suns,0.6571756520714434
Utah Jazz,Memphis Grizzlies,0.5268524584525333
Atlanta Hawks,New York Knicks,0.7295418036856703
Chicago Bulls,Philadelphia 76ers,0.8956378063611115
Oklahoma City Thunder,Cleveland Cavaliers,0.5367014467895109
Indiana Pacers,Houston Rockets,0.5586497557424231
Washington Wizards,New Orleans Pelicans,0.6669601433133401
Golden State Warriors,Portland Trail Blazers,0.8607384922658008
San Antonio Spurs,Dallas Mavericks,0.7996088896299028
Toronto Raptors,Orlando Magic,0.7661151560854443
Boston Celtics,Detroit Pistons,0.5840177193172775
Cleveland Cavaliers,Dallas Mavericks,0.8023499060407596
Miami Heat,Brooklyn Nets,0.8577789272161195
Orlando Magic,Minnesota Timberwolves,0.5593319123262073
Sacramento Kings,Philadelphia 76ers,0.8746327656035428
Memphis Grizzlies,Phoenix Suns,0.749056989362451
Houston Rockets,Sacramento Kings,0.6146857460448604
Denver Nuggets,Los Angeles Lakers,0.7980887162015742
Charlotte Hornets,Portland Trail Blazers,0.5724615687113859
San Antonio Spurs,Oklahoma City Thunder,0.5851062334067233
Toronto Raptors,New Orleans Pelicans,0.8247795765294543
Washington Wizards,New York Knicks,0.6285096742062332
Toronto Raptors,Boston Celtics,0.617388464991527
New York Knicks,Brooklyn Nets,0.7133857145178977
Cleveland Cavaliers,Minnesota Timberwolves,0.8653933718560983
Dallas Mavericks,Philadelphia 76ers,0.886992547085278
Memphis Grizzlies,Denver Nuggets,0.5534476802505253
Detroit Pistons,New Orleans Pelicans,0.706241479574403
Golden State Warriors,Charlotte Hornets,0.7673387225005558
Atlanta Hawks,Miami Heat,0.5426295509704383
Oklahoma City Thunder,Chicago Bulls,0.7027071983850439
Indiana Pacers,Orlando Magic,0.6453213546038985
Los Angeles Clippers,Phoenix Suns,0.8940186729477255
Utah Jazz,Milwaukee Bucks,0.6637751660066744
Atlanta Hawks,Houston Rockets,0.6376548256770592
Golden State Warriors,Los Angeles Clippers,0.7989907979505682
San Antonio Spurs,Philadelphia 76ers,0.975820009572635
Washington Wizards,Los Angeles Lakers,0.8463630270075889
Boston Celtics,Los Angeles Lakers,0.9010498497313243
Indiana Pacers,Brooklyn Nets,0.8414453560574969
Denver Nuggets,Milwaukee Bucks,0.5885657630381624
Detroit Pistons,Minnesota Timberwolves,0.7304440993718436
Chicago Bulls,Houston Rockets,0.5536617079750176
Oklahoma City Thunder,Memphis Grizzlies,0.7737103795467832
Toronto Raptors,Orlando Magic,0.7938506932585224
Portland Trail Blazers,Dallas Mavericks,0.5259691020955933
Sacramento Kings,Phoenix Suns,0.6943785430270539
Atlanta Hawks,Orlando Magic,0.7064731479972708
Indiana Pacers,Detroit Pistons,0.519247375059506
Miami Heat,Philadelphia 76ers,0.9288349706475854
Memphis Grizzlies,Minnesota Timberwolves,0.6061367879105002
Cleveland Cavaliers,New York Knicks,0.8830596041245182
Milwaukee Bucks,Phoenix Suns,0.6273673282482177
Golden State Warriors,Sacramento Kings,0.9203797470779376
San Antonio Spurs,Denver Nuggets,0.892796361949082
Charlotte Hornets,Utah Jazz,0.6413615712125639
Washington Wizards,New Orleans Pelicans,0.684474815608943
Los Angeles Clippers,Boston Celtics,0.5786152390733673
Toronto Raptors,Brooklyn Nets,0.9182482247630956
Oklahoma City Thunder,Portland Trail Blazers,0.6676391437225385
Atlanta Hawks,Utah Jazz,0.5876938959775928
Dallas Mavericks,Denver Nuggets,0.624227550765881
Detroit Pistons,Philadelphia 76ers,0.9123730919495429
Oklahoma City Thunder,Indiana Pacers,0.7054691477642829
San Antonio Spurs,Memphis Grizzlies,0.8678227872827804
Miami Heat,Minnesota Timberwolves,0.7636227166712389
New Orleans Pelicans,Phoenix Suns,0.6318139734375782
New York Knicks,Los Angeles Lakers,0.7121567154177594
Chicago Bulls,Sacramento Kings,0.6452785571508867
Los Angeles Clippers,Toronto Raptors,0.5112535569601219
Cleveland Cavaliers,Washington Wizards,0.7722842019384273
Charlotte Hornets,Brooklyn Nets,0.866080883633608
Portland Trail Blazers,Dallas Mavericks,0.6206841363381347
Houston Rockets,Orlando Magic,0.5857281465498891
Atlanta Hawks,Denver Nuggets,0.7555658954205238
Washington Wizards,Brooklyn Nets,0.8026806616201888
Detroit Pistons,Los Angeles Lakers,0.8592581058508166
Golden State Warriors,Chicago Bulls,0.8195020465325471
Cleveland Cavaliers,Indiana Pacers,0.7272920843970458
Memphis Grizzlies,Phoenix Suns,0.7570865205617368
Miami Heat,Milwaukee Bucks,0.7503633998371554
Toronto Raptors,Minnesota Timberwolves,0.836356322838955
Utah Jazz,New Orleans Pelicans,0.6986922950779606
Los Angeles Clippers,New York Knicks,0.834816363467132
San Antonio Spurs,Philadelphia 76ers,0.9855809686652157
Boston Celtics,Sacramento Kings,0.725217173965869
Charlotte Hornets,Houston Rockets,0.5972186865322833
Utah Jazz,Dallas Mavericks,0.5724422813303772
Cleveland Cavaliers,Oklahoma City Thunder,0.5525717172151552
Orlando Magic,Philadelphia 76ers,0.8667989151948333
Boston Celtics,Portland Trail Blazers,0.5852612331439293
Miami Heat,Brooklyn Nets,0.876539607846256
San Antonio Spurs,Detroit Pistons,0.8384547929443036
Golden State Warriors,Memphis Grizzlies,0.8939193250888401
Milwaukee Bucks,Los Angeles Lakers,0.7554977932926731
Minnesota Timberwolves,New Orleans Pelicans,0.5309894043451983
Denver Nuggets,New York Knicks,0.534550687829809
Chicago Bulls,Phoenix Suns,0.8119526679795445
Atlanta Hawks,Sacramento Kings,0.7207273603935602
Indiana Pacers,Washington Wizards,0.5575706170665975
Los Angeles Clippers,Charlotte Hornets,0.6037576502654531
Cleveland Cavaliers,Denver Nuggets,0.8360034163489634
Dallas Mavericks,Orlando Magic,0.5577543830221907
Houston Rockets,Phoenix Suns,0.7691543890415836
Indiana Pacers,Milwaukee Bucks,0.7373368006214593
Golden State Warriors,Oklahoma City Thunder,0.7288796463907133
Miami Heat,Philadelphia 76ers,0.9524596491025988
Boston Celtics,Utah Jazz,0.6533475851943658
Chicago Bulls,Minnesota Timberwolves,0.6900303426787494
San Antonio Spurs,New York Knicks,0.9275758998464826
Sacramento Kings,New Orleans Pelicans,0.5807927574245897
Toronto Raptors,Detroit Pistons,0.6482505681334575
Memphis Grizzlies,Brooklyn Nets,0.7718027905939986
Charlotte Hornets,Philadelphia 76ers,0.9333116021188184
Boston Celtics,Dallas Mavericks,0.6686083610588085
Golden State Warriors,Denver Nuggets,0.9193047805305777
San Antonio Spurs,Indiana Pacers,0.8189476609101343
Miami Heat,Orlando Magic,0.6771270469185124
Detroit Pistons,Milwaukee Bucks,0.6773244787478464
New Orleans Pelicans,Phoenix Suns,0.6314332697705494
Atlanta Hawks,Portland Trail Blazers,0.5798095860205517
Los Angeles Clippers,Utah Jazz,0.7173513744311737
Oklahoma City Thunder,Washington Wizards,0.7528381167856507
Toronto Raptors,Chicago Bulls,0.7448959802309059
Sacramento Kings,Los Angeles Lakers,0.8181521493219761
Cleveland Cavaliers,Minnesota Timberwolves,0.866637628733399
Boston Celtics,Philadelphia 76ers,0.9395033615570536
Milwaukee Bucks,Brooklyn Nets,0.6560788878719894
Cleveland Cavaliers,Indiana Pacers,0.6759952992165578
Denver Nuggets,Minnesota Timberwolves,0.6130819811744862
Detroit Pistons,Dallas Mavericks,0.5072644602455821
Golden State Warriors,Sacramento Kings,0.8998452274187799
Miami Heat,Houston Rockets,0.6428740242939192
Los Angeles Clippers,Atlanta Hawks,0.5298262216541186
Memphis Grizzlies,New Orleans Pelicans,0.655234972054382
Oklahoma City Thunder,New York Knicks,0.8228848075148382
San Antonio Spurs,Orlando Magic,0.8925243421940884
Phoenix Suns,Los Angeles Lakers,0.5971422990354441
Toronto Raptors,Charlotte Hornets,0.5756791975716227
Portland Trail Blazers,Utah Jazz,0.6045218141577358
Boston Celtics,Chicago Bulls,0.6485363573982249
Indiana Pacers,Washington Wizards,0.5682972600518055
Cleveland Cavaliers,New York Knicks,0.8164629519104138
Charlotte Hornets,Detroit Pistons,0.5906883005931782
Golden State Warriors,Los Angeles Clippers,0.6991517991241127
Houston Rockets,New Orleans Pelicans,0.6756148316626216
Portland Trail Blazers,Orlando Magic,0.6637138640938975
Sacramento Kings,Denver Nuggets,0.5532141898823411
Miami Heat,Atlanta Hawks,0.5139657370378989
Chicago Bulls,Phoenix Suns,0.7646866835730242
Denver Nuggets,Brooklyn Nets,0.7377688043995272
Indiana Pacers,Memphis Grizzlies,0.6129007872900306
San Antonio Spurs,Los Angeles Clippers,0.7559177079284605
Utah Jazz,Milwaukee Bucks,0.6660189115708037
Dallas Mavericks,Minnesota Timberwolves,0.6734921952671589
Oklahoma City Thunder,Los Angeles Lakers,0.9379957901323086
Washington Wizards,Philadelphia 76ers,0.9198669698535382
Toronto Raptors,Boston Celtics,0.5628047183984541
Cleveland Cavaliers,Chicago Bulls,0.6935506703909322
Dallas Mavericks,New Orleans Pelicans,0.644424731593103
Golden State Warriors,Brooklyn Nets,0.958159569317294
Houston Rockets,Minnesota Timberwolves,0.6960543686398301
Miami Heat,Indiana Pacers,0.5243422823314007
New York Knicks,Philadelphia 76ers,0.8084083477270032
Atlanta Hawks,Orlando Magic,0.7041034967264221
Charlotte Hornets,Sacramento Kings,0.7146307591686359
Memphis Grizzlies,Denver Nuggets,0.5534476802505253
Boston Celtics,Detroit Pistons,0.6033204089271751
Los Angeles Clippers,Charlotte Hornets,0.537314755410853
San Antonio Spurs,Los Angeles Lakers,0.9778171560619228
Milwaukee Bucks,Phoenix Suns,0.6661563007120842
Oklahoma City Thunder,New Orleans Pelicans,0.8562640238531521
Toronto Raptors,Portland Trail Blazers,0.6134878853350012
Utah Jazz,Washington Wizards,0.5279783301885833
Boston Celtics,Atlanta Hawks,0.500725215676297
Cleveland Cavaliers,Milwaukee Bucks,0.8530318702765747
Miami Heat,Dallas Mavericks,0.6686621295960982
Indiana Pacers,Houston Rockets,0.5736650732584373
Toronto Raptors,New York Knicks,0.855887019709749
Golden State Warriors,Philadelphia 76ers,0.988729743915225
Sacramento Kings,Minnesota Timberwolves,0.6096178961650364
Chicago Bulls,Denver Nuggets,0.6391194252737613
Portland Trail Blazers,Detroit Pistons,0.5522769950179315
Charlotte Hornets,Los Angeles Lakers,0.9245641185288813
Memphis Grizzlies,Phoenix Suns,0.7570865205617368
Oklahoma City Thunder,Utah Jazz,0.7105706089970256
Golden State Warriors,Washington Wizards,0.8807060283130688
Atlanta Hawks,Dallas Mavericks,0.5969432349748288
Cleveland Cavaliers,Boston Celtics,0.6723131388066477
Los Angeles Clippers,Houston Rockets,0.6489645528227068
Miami Heat,Philadelphia 76ers,0.9288349706475854
Milwaukee Bucks,Denver Nuggets,0.5209495674037503
Detroit Pistons,New Orleans Pelicans,0.7093744653604516
Orlando Magic,New York Knicks,0.5395672530362862
Sacramento Kings,Brooklyn Nets,0.7349384085569811
San Antonio Spurs,Indiana Pacers,0.7731649521562048
Toronto Raptors,Washington Wizards,0.691947110334936
Utah Jazz,Minnesota Timberwolves,0.6861992399661501
Golden State Warriors,Chicago Bulls,0.8898921128275599
Charlotte Hornets,Phoenix Suns,0.8559906387466064
Oklahoma City Thunder,Portland Trail Blazers,0.718313392923259
Cleveland Cavaliers,Atlanta Hawks,0.6802201571887345
Dallas Mavericks,Memphis Grizzlies,0.5098493155367582
Boston Celtics,Los Angeles Lakers,0.9281456417035386
Los Angeles Clippers,Milwaukee Bucks,0.8018477787384938
San Antonio Spurs,New Orleans Pelicans,0.922628596235012
Miami Heat,Orlando Magic,0.7088026611000164
New York Knicks,Philadelphia 76ers,0.8753694528111156
Oklahoma City Thunder,Phoenix Suns,0.9188326203466832
Utah Jazz,Brooklyn Nets,0.7951948094316779
Toronto Raptors,Washington Wizards,0.7273198294846996
Los Angeles Clippers,Chicago Bulls,0.7130382985667973
Charlotte Hornets,Denver Nuggets,0.7116482319715591
Houston Rockets,Memphis Grizzlies,0.5383451712582753
Cleveland Cavaliers,Miami Heat,0.7094057747769194
Toronto Raptors,Milwaukee Bucks,0.8262485905631424
Detroit Pistons,Philadelphia 76ers,0.933293712743703
Portland Trail Blazers,Brooklyn Nets,0.8383368475383071
San Antonio Spurs,Minnesota Timberwolves,0.9130667763465643
Atlanta Hawks,Indiana Pacers,0.5585211151430575
Oklahoma City Thunder,Dallas Mavericks,0.7847557296166378
New Orleans Pelicans,Los Angeles Lakers,0.7793751414605399
Golden State Warriors,New York Knicks,0.94265459196293
Boston Celtics,Phoenix Suns,0.8623431362286529
Utah Jazz,Sacramento Kings,0.6365485837671818
Washington Wizards,Orlando Magic,0.6015303222984518
Golden State Warriors,Atlanta Hawks,0.822395545203913
Charlotte Hornets,Indiana Pacers,0.5417090372147232
Cleveland Cavaliers,Miami Heat,0.6093041965409199
Denver Nuggets,Sacramento Kings,0.5246696547629676
Chicago Bulls,Detroit Pistons,0.5117924921894845
Los Angeles Clippers,Boston Celtics,0.5242382419907252
Memphis Grizzlies,Brooklyn Nets,0.7918192899266618
Orlando Magic,New York Knicks,0.5395672530362862
Milwaukee Bucks,Philadelphia 76ers,0.8433378579413177
San Antonio Spurs,Houston Rockets,0.8104495933858434
Utah Jazz,New Orleans Pelicans,0.6598738260950244
Dallas Mavericks,Los Angeles Lakers,0.8215029720790047
Oklahoma City Thunder,Portland Trail Blazers,0.6676391437225385
Washington Wizards,Phoenix Suns,0.7821438815310564
Atlanta Hawks,Brooklyn Nets,0.8737664958424048
Washington Wizards,Denver Nuggets,0.5985015219316809
Golden State Warriors,Boston Celtics,0.7578332138954561
Utah Jazz,Houston Rockets,0.5442694071939219
Indiana Pacers,Detroit Pistons,0.519247375059506
Charlotte Hornets,Miami Heat,0.5351526186420742
New York Knicks,Milwaukee Bucks,0.5130906957025485
Los Angeles Clippers,Minnesota Timberwolves,0.8130538218830988
Toronto Raptors,New Orleans Pelicans,0.8468511754144088
Chicago Bulls,Orlando Magic,0.6264910402540619
San Antonio Spurs,Sacramento Kings,0.8797581295398993
Cleveland Cavaliers,Detroit Pistons,0.753704522792888
Los Angeles Clippers,Memphis Grizzlies,0.7215096726805983
San Antonio Spurs,Oklahoma City Thunder,0.676858982645414
Phoenix Suns,Los Angeles Lakers,0.5971422990354441
Portland Trail Blazers,Philadelphia 76ers,0.9181799413811371
Toronto Raptors,Atlanta Hawks,0.6258833138256568
Houston Rockets,Chicago Bulls,0.5237695511151044
Charlotte Hornets,Orlando Magic,0.6921901740657347
Dallas Mavericks,Brooklyn Nets,0.7838791248051197
Boston Celtics,Denver Nuggets,0.7223022954531857
Indiana Pacers,Milwaukee Bucks,0.6920054295087452
Golden State Warriors,Minnesota Timberwolves,0.9339758338955348
Washington Wizards,Sacramento Kings,0.6019998487086212
Charlotte Hornets,New Orleans Pelicans,0.7636771783823688
Dallas Mavericks,Phoenix Suns,0.7482428181302886
Detroit Pistons,New York Knicks,0.6521752142911623
Los Angeles Clippers,Philadelphia 76ers,0.9457979090413435
Atlanta Hawks,Memphis Grizzlies,0.6529360647497167
Toronto Raptors,Miami Heat,0.6575313392953438
Milwaukee Bucks,Minnesota Timberwolves,0.5783217432075762
Oklahoma City Thunder,Utah Jazz,0.7105706089970256
Cleveland Cavaliers,Orlando Magic,0.8304024565597025
Portland Trail Blazers,Washington Wizards,0.5528705739471823
Sacramento Kings,Denver Nuggets,0.5532141898823411
Golden State Warriors,San Antonio Spurs,0.6321741854207814
Boston Celtics,Chicago Bulls,0.5872537472082195
New York Knicks,Brooklyn Nets,0.7133857145178977
Cleveland Cavaliers,Houston Rockets,0.7835993744032752
Miami Heat,Indiana Pacers,0.5700415290312641
Los Angeles Lakers,Philadelphia 76ers,0.5507578085516651
Portland Trail Blazers,Phoenix Suns,0.8355446395789727
Charlotte Hornets,Chicago Bulls,0.5618241372179843
Denver Nuggets,Los Angeles Lakers,0.781179054873214
Memphis Grizzlies,Milwaukee Bucks,0.6591620374200524
Washington Wizards,Minnesota Timberwolves,0.6492437497983918
