win,lose,probability
Milwaukee Bucks,Minnesota Timberwolves,0.5494665891611311
New York Knicks,New Orleans Pelicans,0.5332142286703913
San Antonio Spurs,Portland Trail Blazers,0.7299664939695438
Washington Wizards,Brooklyn Nets,0.8300582368273386
Chicago Bulls,Milwaukee Bucks,0.7257466712003724
Cleveland Cavaliers,Charlotte Hornets,0.6718173398014373
Houston Rockets,New York Knicks,0.6564406411010715
Oklahoma City Thunder,Los Angeles Clippers,0.5823987396818002
Memphis Grizzlies,Sacramento Kings,0.582866859257618
Utah Jazz,Phoenix Suns,0.7913640575337378
San Antonio Spurs,Atlanta Hawks,0.7115897050184732
Indiana Pacers,Orlando Magic,0.6473831665363168
Toronto Raptors,Los Angeles Lakers,0.9486775679668716
Miami Heat,Detroit Pistons,0.585549914751483
Portland Trail Blazers,Minnesota Timberwolves,0.8145155689420478
Utah Jazz,Brooklyn Nets,0.8451385017812503
Charlotte Hornets,Chicago Bulls,0.5628562510794695
Cleveland Cavaliers,New Orleans Pelicans,0.8773110531336448
Golden State Warriors,Denver Nuggets,0.9078293891632624
Washington Wizards,Houston Rockets,0.5237929097653293
Los Angeles Clippers,Phoenix Suns,0.8882873012699412
Oklahoma City Thunder,Milwaukee Bucks,0.8569976264112189
Orlando Magic,New York Knicks,0.5698050962771586
Boston Celtics,Utah Jazz,0.641014029211982
Washington Wizards,Dallas Mavericks,0.5140528023919644
Sacramento Kings,Denver Nuggets,0.5457306605440424
Indiana Pacers,Detroit Pistons,0.5297191381996478
Memphis Grizzlies,Los Angeles Lakers,0.8630056951350046
Minnesota Timberwolves,Philadelphia 76ers,0.8742379630338183
Miami Heat,Phoenix Suns,0.8632628772518676
San Antonio Spurs,Toronto Raptors,0.6609419378159384
Oklahoma City Thunder,Charlotte Hornets,0.6305582513776253
Cleveland Cavaliers,Chicago Bulls,0.7470698105032189
Golden State Warriors,Portland Trail Blazers,0.7750491501984955
Los Angeles Clippers,Memphis Grizzlies,0.7267233818707081
New York Knicks,Milwaukee Bucks,0.5183874841802656
Atlanta Hawks,Orlando Magic,0.7173738018677176
Miami Heat,Sacramento Kings,0.7273942135804083
Dallas Mavericks,Phoenix Suns,0.7833827973035988
San Antonio Spurs,Denver Nuggets,0.8862728286420236
Charlotte Hornets,Detroit Pistons,0.5917100891244056
Oklahoma City Thunder,Houston Rockets,0.7377402125572146
Indiana Pacers,Brooklyn Nets,0.8592606159510758
Atlanta Hawks,New Orleans Pelicans,0.793990182493647
Portland Trail Blazers,Los Angeles Lakers,0.895247281154828
Toronto Raptors,Utah Jazz,0.722694673681676
Boston Celtics,Philadelphia 76ers,0.9607638369454862
Cleveland Cavaliers,Brooklyn Nets,0.945993926717289
Golden State Warriors,Memphis Grizzlies,0.8793772068375354
Miami Heat,Los Angeles Lakers,0.9232516839475158
New York Knicks,Milwaukee Bucks,0.527184509476893
Houston Rockets,Orlando Magic,0.6015065656632264
Los Angeles Clippers,Sacramento Kings,0.7770506626499971
Washington Wizards,Minnesota Timberwolves,0.6936759930057431
Boston Celtics,New Orleans Pelicans,0.788640916248201
Toronto Raptors,Chicago Bulls,0.6536033223376012
Atlanta Hawks,Dallas Mavericks,0.6293908611759793
Indiana Pacers,New York Knicks,0.7164446036125114
Utah Jazz,Minnesota Timberwolves,0.717314561322721
Oklahoma City Thunder,Denver Nuggets,0.8245531421001673
San Antonio Spurs,Charlotte Hornets,0.7407073932481696
Brooklyn Nets,Philadelphia 76ers,0.7153257288497241
Los Angeles Clippers,Miami Heat,0.5820447293717875
Orlando Magic,Los Angeles Lakers,0.8407093324755692
Utah Jazz,Memphis Grizzlies,0.5535192234152595
Washington Wizards,Milwaukee Bucks,0.7008945610135064
Cleveland Cavaliers,Phoenix Suns,0.9284419623651418
Detroit Pistons,Portland Trail Blazers,0.5119071794760188
Golden State Warriors,Sacramento Kings,0.9004389874320997
Toronto Raptors,Houston Rockets,0.7228936310148347
Oklahoma City Thunder,Chicago Bulls,0.6778441133546246
Dallas Mavericks,Minnesota Timberwolves,0.710415199874434
New York Knicks,New Orleans Pelicans,0.5194660832202727
Atlanta Hawks,Brooklyn Nets,0.9016507052090735
Golden State Warriors,Miami Heat,0.7924335585855815
Charlotte Hornets,Houston Rockets,0.6325417618776978
Portland Trail Blazers,Los Angeles Lakers,0.9302141197081565
Detroit Pistons,Sacramento Kings,0.6722005776943331
San Antonio Spurs,Milwaukee Bucks,0.9068325539837807
Toronto Raptors,Boston Celtics,0.6004415497773709
Cleveland Cavaliers,Utah Jazz,0.7557216440919784
Chicago Bulls,Washington Wizards,0.5351346415549549
Boston Celtics,Washington Wizards,0.6305120283687151
Los Angeles Clippers,Orlando Magic,0.7604280965680654
Houston Rockets,Minnesota Timberwolves,0.7171131658407088
Oklahoma City Thunder,Memphis Grizzlies,0.7767169822729639
New York Knicks,Philadelphia 76ers,0.8862051928466794
Cleveland Cavaliers,Portland Trail Blazers,0.7371610184492907
New Orleans Pelicans,Brooklyn Nets,0.7231187615719996
Indiana Pacers,Denver Nuggets,0.711579544859797
Golden State Warriors,Detroit Pistons,0.832429466826252
Chicago Bulls,New York Knicks,0.6913120716015928
Dallas Mavericks,Phoenix Suns,0.7962550310926022
San Antonio Spurs,Los Angeles Lakers,0.9721719285096961
Boston Celtics,Atlanta Hawks,0.5155701369076993
Houston Rockets,Memphis Grizzlies,0.5377203673901457
Miami Heat,Milwaukee Bucks,0.7776523713336718
Oklahoma City Thunder,Minnesota Timberwolves,0.8716409649063286
Charlotte Hornets,Philadelphia 76ers,0.9624265681453902
Portland Trail Blazers,Orlando Magic,0.6254931766013312
Cleveland Cavaliers,Sacramento Kings,0.8457673161121955
Toronto Raptors,Brooklyn Nets,0.926729159156903
Detroit Pistons,Utah Jazz,0.5363700793539008
Chicago Bulls,New Orleans Pelicans,0.7266057951635022
Los Angeles Clippers,Los Angeles Lakers,0.9420017898652042
San Antonio Spurs,Phoenix Suns,0.9420352641056449
Utah Jazz,Orlando Magic,0.6022455513065477
Washington Wizards,Philadelphia 76ers,0.9324388741077339
Atlanta Hawks,Milwaukee Bucks,0.7722264171285107
Houston Rockets,Brooklyn Nets,0.845008495863524
Dallas Mavericks,Minnesota Timberwolves,0.6899916946551954
Detroit Pistons,Los Angeles Lakers,0.9023914638425222
Chicago Bulls,Memphis Grizzlies,0.5895438013304253
Oklahoma City Thunder,Sacramento Kings,0.8205352708892201
Toronto Raptors,New York Knicks,0.8395965967834391
Boston Celtics,Charlotte Hornets,0.52161677860793
Orlando Magic,Denver Nuggets,0.5704821311871388
Golden State Warriors,Cleveland Cavaliers,0.6500632229282115
Indiana Pacers,New Orleans Pelicans,0.724424525087486
Oklahoma City Thunder,Los Angeles Clippers,0.5516559065451592
Milwaukee Bucks,Philadelphia 76ers,0.8596220543143657
Atlanta Hawks,New York Knicks,0.7645544048338977
Utah Jazz,Phoenix Suns,0.8016801783029249
Portland Trail Blazers,Washington Wizards,0.6322854028850786
Toronto Raptors,Brooklyn Nets,0.9290620651799147
Chicago Bulls,Dallas Mavericks,0.5681391881021467
Denver Nuggets,Los Angeles Lakers,0.8234083827487322
Miami Heat,Houston Rockets,0.6292813729058775
San Antonio Spurs,Minnesota Timberwolves,0.9132395994400013
Boston Celtics,New York Knicks,0.7819608409179898
Portland Trail Blazers,Charlotte Hornets,0.5246521831336758
Atlanta Hawks,Detroit Pistons,0.5978524176572431
Golden State Warriors,Oklahoma City Thunder,0.6902141811215601
Houston Rockets,Milwaukee Bucks,0.6643576312923386
Orlando Magic,New Orleans Pelicans,0.6112073150686119
Toronto Raptors,Philadelphia 76ers,0.9740505914680901
Indiana Pacers,Sacramento Kings,0.6849978262683036
Washington Wizards,Memphis Grizzlies,0.5516815979999352
Cleveland Cavaliers,Phoenix Suns,0.9259847434017843
Los Angeles Clippers,Minnesota Timberwolves,0.8303282766636764
Miami Heat,Dallas Mavericks,0.6368967767148332
Washington Wizards,New York Knicks,0.6691702997845232
San Antonio Spurs,Denver Nuggets,0.8854234869741248
Atlanta Hawks,Chicago Bulls,0.584453348335447
Toronto Raptors,Charlotte Hornets,0.6048336654827113
Utah Jazz,Dallas Mavericks,0.5027179805895394
Golden State Warriors,Houston Rockets,0.8476632269338887
Indiana Pacers,Los Angeles Lakers,0.9074395263118864
Memphis Grizzlies,Sacramento Kings,0.5654984272758907
New Orleans Pelicans,Brooklyn Nets,0.67900787876892
Orlando Magic,Milwaukee Bucks,0.5793058672103218
Portland Trail Blazers,Philadelphia 76ers,0.9643723849028042
Atlanta Hawks,Philadelphia 76ers,0.9571651321615097
Boston Celtics,Portland Trail Blazers,0.5078306467075249
Chicago Bulls,Sacramento Kings,0.6723631772211475
Charlotte Hornets,Brooklyn Nets,0.8838479662156324
San Antonio Spurs,Cleveland Cavaliers,0.5402016191868879
Los Angeles Clippers,Denver Nuggets,0.7981533905278794
Detroit Pistons,Washington Wizards,0.5192039699195229
Houston Rockets,Memphis Grizzlies,0.5532738082107479
Miami Heat,Milwaukee Bucks,0.779164846273381
New York Knicks,Phoenix Suns,0.6541385419349488
Indiana Pacers,Utah Jazz,0.5509275242356089
Dallas Mavericks,Los Angeles Lakers,0.8807676651814864
Denver Nuggets,Minnesota Timberwolves,0.6056950314734534
Golden State Warriors,Orlando Magic,0.8888689391255812
Toronto Raptors,Phoenix Suns,0.9050147311740678
Los Angeles Clippers,Atlanta Hawks,0.5559367803718063
San Antonio Spurs,Brooklyn Nets,0.9564095649444964
Charlotte Hornets,Washington Wizards,0.5997443817170319
Detroit Pistons,Sacramento Kings,0.6457971697264432
Indiana Pacers,New York Knicks,0.7164446036125114
Golden State Warriors,Miami Heat,0.7573780391009883
Houston Rockets,Milwaukee Bucks,0.6910887726566131
Cleveland Cavaliers,New Orleans Pelicans,0.8804380673933848
Oklahoma City Thunder,Utah Jazz,0.7206244216101613
Utah Jazz,Denver Nuggets,0.6596743529490596
Chicago Bulls,Orlando Magic,0.6364338160144838
Los Angeles Clippers,Philadelphia 76ers,0.9696124351706141
Minnesota Timberwolves,Phoenix Suns,0.6424184093831776
San Antonio Spurs,Toronto Raptors,0.6067118596779524
Boston Celtics,Washington Wizards,0.6327780598102056
Boston Celtics,Houston Rockets,0.6412424981248506
Miami Heat,Brooklyn Nets,0.8949940060299285
Atlanta Hawks,Chicago Bulls,0.5691165619582629
Golden State Warriors,Charlotte Hornets,0.7714904022537277
Cleveland Cavaliers,Sacramento Kings,0.8466588763856208
Dallas Mavericks,New York Knicks,0.6651856387105973
Toronto Raptors,Memphis Grizzlies,0.7484383939567096
Milwaukee Bucks,Philadelphia 76ers,0.8596220543143657
Oklahoma City Thunder,New Orleans Pelicans,0.8599387578270423
Portland Trail Blazers,Los Angeles Lakers,0.895247281154828
Denver Nuggets,Phoenix Suns,0.6535132827435364
Indiana Pacers,Minnesota Timberwolves,0.7635793156759565
Oklahoma City Thunder,Dallas Mavericks,0.7463720845707572
Utah Jazz,Los Angeles Lakers,0.8856843825233728
Atlanta Hawks,Washington Wizards,0.6089516711349738
Boston Celtics,Orlando Magic,0.7226796883450178
Miami Heat,Chicago Bulls,0.5511567219228646
Cleveland Cavaliers,Brooklyn Nets,0.9432060918924163
Indiana Pacers,Sacramento Kings,0.6699457171310624
San Antonio Spurs,New Orleans Pelicans,0.9021896130815313
Charlotte Hornets,New York Knicks,0.7599358499606805
Houston Rockets,Philadelphia 76ers,0.9398523602887757
Portland Trail Blazers,Memphis Grizzlies,0.5832097523465581
Toronto Raptors,Milwaukee Bucks,0.8442940634730473
Charlotte Hornets,Sacramento Kings,0.7167022910277899
Golden State Warriors,Los Angeles Clippers,0.7450792765866354
Miami Heat,Detroit Pistons,0.585549914751483
Boston Celtics,Milwaukee Bucks,0.7952341967666742
Minnesota Timberwolves,Brooklyn Nets,0.6566613714451491
Denver Nuggets,Phoenix Suns,0.7099005348571661
Utah Jazz,Memphis Grizzlies,0.5591871531491025
Atlanta Hawks,New York Knicks,0.765957451805636
Chicago Bulls,Philadelphia 76ers,0.9457741749112
Cleveland Cavaliers,Oklahoma City Thunder,0.5611567974591393
Indiana Pacers,Houston Rockets,0.5573772455398247
Washington Wizards,New Orleans Pelicans,0.7059446452179633
Golden State Warriors,Portland Trail Blazers,0.8222395055387699
San Antonio Spurs,Dallas Mavericks,0.8287329261803015
Toronto Raptors,Orlando Magic,0.7918136577718762
Boston Celtics,Detroit Pistons,0.5980206994495466
Cleveland Cavaliers,Dallas Mavericks,0.7644155858885783
Miami Heat,Brooklyn Nets,0.8916563913927718
Orlando Magic,Minnesota Timberwolves,0.6348672294066257
Sacramento Kings,Philadelphia 76ers,0.9064894812878656
Memphis Grizzlies,Phoenix Suns,0.7677715221603646
Houston Rockets,Sacramento Kings,0.6055198449095118
Denver Nuggets,Los Angeles Lakers,0.8234083827487322
Charlotte Hornets,Portland Trail Blazers,0.5886388862922978
San Antonio Spurs,Oklahoma City Thunder,0.6361120827022027
Toronto Raptors,New Orleans Pelicans,0.8448612104348945
Washington Wizards,New York Knicks,0.6690233309095509
Toronto Raptors,Boston Celtics,0.573374575452325
New York Knicks,Brooklyn Nets,0.730981383652231
Cleveland Cavaliers,Minnesota Timberwolves,0.8850530917661765
Dallas Mavericks,Philadelphia 76ers,0.9313420525307987
Memphis Grizzlies,Denver Nuggets,0.6132004049749957
Detroit Pistons,New Orleans Pelicans,0.7024918621631013
Golden State Warriors,Charlotte Hornets,0.7845261610471906
Miami Heat,Atlanta Hawks,0.5023524039862457
Oklahoma City Thunder,Chicago Bulls,0.7106201798258754
Indiana Pacers,Orlando Magic,0.6579031687485153
Los Angeles Clippers,Phoenix Suns,0.8918499362176313
Utah Jazz,Milwaukee Bucks,0.6834061287281518
Atlanta Hawks,Houston Rockets,0.6384451588755706
Golden State Warriors,Los Angeles Clippers,0.7087863700121446
San Antonio Spurs,Philadelphia 76ers,0.9846513065485277
Washington Wizards,Los Angeles Lakers,0.8825705512330713
Boston Celtics,Los Angeles Lakers,0.9302385798926657
Indiana Pacers,Brooklyn Nets,0.8741535881747844
Denver Nuggets,Milwaukee Bucks,0.5176977566752846
Detroit Pistons,Minnesota Timberwolves,0.7177159764448959
Chicago Bulls,Houston Rockets,0.5491084819873007
Oklahoma City Thunder,Memphis Grizzlies,0.7767169822729639
Toronto Raptors,Orlando Magic,0.7838322422756582
Portland Trail Blazers,Dallas Mavericks,0.542071246273513
Sacramento Kings,Phoenix Suns,0.6815165729871224
Atlanta Hawks,Orlando Magic,0.7039724296791965
Indiana Pacers,Detroit Pistons,0.5117448907859575
Miami Heat,Philadelphia 76ers,0.9587707443603449
Memphis Grizzlies,Minnesota Timberwolves,0.6748319200147381
Cleveland Cavaliers,New York Knicks,0.8611950291705097
Milwaukee Bucks,Phoenix Suns,0.6601953277575088
Golden State Warriors,Sacramento Kings,0.9004389874320997
San Antonio Spurs,Denver Nuggets,0.8854234869741248
Charlotte Hornets,Utah Jazz,0.6121696489701042
Washington Wizards,New Orleans Pelicans,0.677737509567878
Los Angeles Clippers,Boston Celtics,0.5332462105581335
Toronto Raptors,Brooklyn Nets,0.9290620651799147
Oklahoma City Thunder,Portland Trail Blazers,0.621785757105159
Atlanta Hawks,Utah Jazz,0.6196968571267298
Dallas Mavericks,Denver Nuggets,0.6520505934433382
Detroit Pistons,Philadelphia 76ers,0.9393785314189972
Oklahoma City Thunder,Indiana Pacers,0.6802313348973601
San Antonio Spurs,Memphis Grizzlies,0.832894169900507
Miami Heat,Minnesota Timberwolves,0.7985103527426565
New Orleans Pelicans,Phoenix Suns,0.6144240014372172
New York Knicks,Los Angeles Lakers,0.7943765588791659
Chicago Bulls,Sacramento Kings,0.6643613951652907
Toronto Raptors,Los Angeles Clippers,0.560925324792011
Cleveland Cavaliers,Washington Wizards,0.7612893180344794
Charlotte Hornets,Brooklyn Nets,0.8838479662156324
Portland Trail Blazers,Dallas Mavericks,0.636294010095561
Houston Rockets,Orlando Magic,0.581305591742387
Atlanta Hawks,Denver Nuggets,0.7291253461208176
Washington Wizards,Brooklyn Nets,0.8509819339382639
Detroit Pistons,Los Angeles Lakers,0.8940504903273044
Golden State Warriors,Chicago Bulls,0.8373045394015821
Cleveland Cavaliers,Indiana Pacers,0.7184202125494532
Memphis Grizzlies,Phoenix Suns,0.7467704783093657
Miami Heat,Milwaukee Bucks,0.7776523713336718
Toronto Raptors,Minnesota Timberwolves,0.8589480949816737
Utah Jazz,New Orleans Pelicans,0.6964426318621615
Los Angeles Clippers,New York Knicks,0.7977079713744408
San Antonio Spurs,Philadelphia 76ers,0.9843466429013078
Boston Celtics,Sacramento Kings,0.7476605836994825
Charlotte Hornets,Houston Rockets,0.6108168534637529
Utah Jazz,Dallas Mavericks,0.5027179805895394
Cleveland Cavaliers,Oklahoma City Thunder,0.5301116707424722
Orlando Magic,Philadelphia 76ers,0.9007532634622144
Boston Celtics,Portland Trail Blazers,0.6024435167391715
Miami Heat,Brooklyn Nets,0.8949940060299285
San Antonio Spurs,Detroit Pistons,0.7806008812676632
Golden State Warriors,Memphis Grizzlies,0.8677718836760404
Milwaukee Bucks,Los Angeles Lakers,0.7693038600392127
New Orleans Pelicans,Minnesota Timberwolves,0.5483967872223723
Denver Nuggets,New York Knicks,0.5392076197769913
Chicago Bulls,Phoenix Suns,0.8240466764979806
Atlanta Hawks,Sacramento Kings,0.7416082070560761
Indiana Pacers,Washington Wizards,0.5584355992466591
Los Angeles Clippers,Charlotte Hornets,0.5654215923075665
Cleveland Cavaliers,Denver Nuggets,0.8496875436702972
Dallas Mavericks,Orlando Magic,0.590770823376298
Houston Rockets,Phoenix Suns,0.7766885767469409
Indiana Pacers,Milwaukee Bucks,0.7235611544327953
Golden State Warriors,Oklahoma City Thunder,0.6504283253869689
Miami Heat,Philadelphia 76ers,0.9606737945933396
Boston Celtics,Utah Jazz,0.6256867629304129
Chicago Bulls,Minnesota Timberwolves,0.7461833838649117
San Antonio Spurs,New York Knicks,0.8859940891145528
Sacramento Kings,New Orleans Pelicans,0.5501738035199486
Toronto Raptors,Detroit Pistons,0.6846715425523786
Memphis Grizzlies,Brooklyn Nets,0.8169638377883773
Charlotte Hornets,Philadelphia 76ers,0.9555582287962114
Boston Celtics,Dallas Mavericks,0.6367843815324006
Golden State Warriors,Denver Nuggets,0.9111973907734688
San Antonio Spurs,Indiana Pacers,0.7616682816206164
Miami Heat,Orlando Magic,0.7122151741588728
Detroit Pistons,Milwaukee Bucks,0.7288410694168456
New Orleans Pelicans,Phoenix Suns,0.6592253880335512
Atlanta Hawks,Portland Trail Blazers,0.5947957780118294
Los Angeles Clippers,Utah Jazz,0.6628775001390836
Oklahoma City Thunder,Washington Wizards,0.7267027521599829
Toronto Raptors,Chicago Bulls,0.6536033223376012
Sacramento Kings,Los Angeles Lakers,0.8268023328332592
Cleveland Cavaliers,Minnesota Timberwolves,0.89064534440299
Boston Celtics,Philadelphia 76ers,0.9607638369454862
Milwaukee Bucks,Brooklyn Nets,0.7239829868346936
Cleveland Cavaliers,Indiana Pacers,0.7288904099659367
Denver Nuggets,Minnesota Timberwolves,0.5372083704944726
Detroit Pistons,Dallas Mavericks,0.5389176129644186
Golden State Warriors,Sacramento Kings,0.9058424103141085
Miami Heat,Houston Rockets,0.6214529442360917
Los Angeles Clippers,Atlanta Hawks,0.5642111298539957
Memphis Grizzlies,New Orleans Pelicans,0.6276350461273811
Oklahoma City Thunder,New York Knicks,0.851060066587533
San Antonio Spurs,Orlando Magic,0.8586495431502221
Phoenix Suns,Los Angeles Lakers,0.6487987512884492
Toronto Raptors,Charlotte Hornets,0.6141097562864222
Portland Trail Blazers,Utah Jazz,0.6251902275700243
Boston Celtics,Chicago Bulls,0.576904208904212
Indiana Pacers,Washington Wizards,0.5459146529848149
Cleveland Cavaliers,New York Knicks,0.8729820669632254
Charlotte Hornets,Detroit Pistons,0.5917100891244056
Golden State Warriors,Los Angeles Clippers,0.7450792765866354
Houston Rockets,New Orleans Pelicans,0.6962326635474687
Portland Trail Blazers,Orlando Magic,0.7233584588587634
Denver Nuggets,Sacramento Kings,0.5084201713792837
Atlanta Hawks,Miami Heat,0.510606287700373
Chicago Bulls,Phoenix Suns,0.8230058374631641
Denver Nuggets,Brooklyn Nets,0.714591099084719
Indiana Pacers,Memphis Grizzlies,0.6060144845951441
San Antonio Spurs,Los Angeles Clippers,0.648938384425233
Utah Jazz,Milwaukee Bucks,0.6913007200322271
Dallas Mavericks,Minnesota Timberwolves,0.710415199874434
Oklahoma City Thunder,Los Angeles Lakers,0.9550481388949416
Washington Wizards,Philadelphia 76ers,0.9424195561966268
Toronto Raptors,Boston Celtics,0.6004415497773709
Cleveland Cavaliers,Chicago Bulls,0.7470698105032189
Dallas Mavericks,New Orleans Pelicans,0.6739516162469111
Golden State Warriors,Brooklyn Nets,0.9665964324501586
Houston Rockets,Minnesota Timberwolves,0.6815844600770956
Miami Heat,Indiana Pacers,0.5712413509440741
New York Knicks,Philadelphia 76ers,0.8764551074719893
Atlanta Hawks,Orlando Magic,0.7173738018677176
Charlotte Hornets,Sacramento Kings,0.7366945507239984
Memphis Grizzlies,Denver Nuggets,0.6132004049749957
Boston Celtics,Detroit Pistons,0.6054807311863988
Los Angeles Clippers,Charlotte Hornets,0.5704668447333939
San Antonio Spurs,Los Angeles Lakers,0.968717655723383
Milwaukee Bucks,Phoenix Suns,0.6201428074329659
Oklahoma City Thunder,New Orleans Pelicans,0.8560129607973855
Toronto Raptors,Portland Trail Blazers,0.6009499443765776
Washington Wizards,Utah Jazz,0.5016022677118743
Boston Celtics,Atlanta Hawks,0.5152541576885659
Cleveland Cavaliers,Milwaukee Bucks,0.8768452420006954
Miami Heat,Dallas Mavericks,0.6122315678736084
Indiana Pacers,Houston Rockets,0.5722688615534721
Toronto Raptors,New York Knicks,0.8226610944367019
Golden State Warriors,Philadelphia 76ers,0.9880666568588429
Sacramento Kings,Minnesota Timberwolves,0.5684036136814796
Chicago Bulls,Denver Nuggets,0.6775231872080171
Portland Trail Blazers,Detroit Pistons,0.6049743145421269
Charlotte Hornets,Los Angeles Lakers,0.9265448335381368
Memphis Grizzlies,Phoenix Suns,0.7467704783093657
Oklahoma City Thunder,Utah Jazz,0.7399247851220081
Golden State Warriors,Washington Wizards,0.8402502262817433
Atlanta Hawks,Dallas Mavericks,0.6276246703314664
Cleveland Cavaliers,Boston Celtics,0.6425392280336628
Los Angeles Clippers,Houston Rockets,0.6852480647453527
Miami Heat,Philadelphia 76ers,0.9587707443603449
Denver Nuggets,Milwaukee Bucks,0.5754883626433355
Detroit Pistons,New Orleans Pelicans,0.7335986493790487
Orlando Magic,New York Knicks,0.5706791349786877
Sacramento Kings,Brooklyn Nets,0.739624798130199
San Antonio Spurs,Indiana Pacers,0.7861160678237795
Toronto Raptors,Washington Wizards,0.7135142639012126
Utah Jazz,Minnesota Timberwolves,0.7000966296152823
Golden State Warriors,Chicago Bulls,0.8062797016229472
Charlotte Hornets,Phoenix Suns,0.868764166773375
Oklahoma City Thunder,Portland Trail Blazers,0.7004540747219
Cleveland Cavaliers,Atlanta Hawks,0.6632717449259397
Dallas Mavericks,Memphis Grizzlies,0.5474037609591366
Boston Celtics,Los Angeles Lakers,0.9303515862389411
Los Angeles Clippers,Milwaukee Bucks,0.8204142681832669
San Antonio Spurs,New Orleans Pelicans,0.9021896130815313
Miami Heat,Orlando Magic,0.7023617240480903
New York Knicks,Philadelphia 76ers,0.8862051928466794
Oklahoma City Thunder,Phoenix Suns,0.9153820696945946
Utah Jazz,Brooklyn Nets,0.8343030936210235
Toronto Raptors,Washington Wizards,0.7045358591210531
Los Angeles Clippers,Chicago Bulls,0.6159669234785679
Charlotte Hornets,Denver Nuggets,0.7604394615444457
Houston Rockets,Memphis Grizzlies,0.5377203673901457
Cleveland Cavaliers,Miami Heat,0.6543075806408764
Toronto Raptors,Milwaukee Bucks,0.8431173618632144
Detroit Pistons,Philadelphia 76ers,0.9494277700652779
Portland Trail Blazers,Brooklyn Nets,0.8474237636444625
San Antonio Spurs,Minnesota Timberwolves,0.9132395994400013
Atlanta Hawks,Indiana Pacers,0.5614471264856358
Oklahoma City Thunder,Dallas Mavericks,0.7301214060774548
New Orleans Pelicans,Los Angeles Lakers,0.7866006920254254
Golden State Warriors,New York Knicks,0.9109736036895815
Boston Celtics,Phoenix Suns,0.8751618988634403
Utah Jazz,Sacramento Kings,0.6307909768047544
Washington Wizards,Orlando Magic,0.5949420719339367
Golden State Warriors,Atlanta Hawks,0.7646309178533621
Charlotte Hornets,Indiana Pacers,0.5519443088960967
Cleveland Cavaliers,Miami Heat,0.6866264673512722
Sacramento Kings,Denver Nuggets,0.5457306605440424
Chicago Bulls,Detroit Pistons,0.5062426728991902
Los Angeles Clippers,Boston Celtics,0.5563695100590129
Memphis Grizzlies,Brooklyn Nets,0.7965275050323387
Orlando Magic,New York Knicks,0.5706791349786877
Milwaukee Bucks,Philadelphia 76ers,0.8825963130114106
San Antonio Spurs,Houston Rockets,0.8240292818113253
Utah Jazz,New Orleans Pelicans,0.6843401991566468
Dallas Mavericks,Los Angeles Lakers,0.8807676651814864
Oklahoma City Thunder,Portland Trail Blazers,0.621785757105159
Washington Wizards,Phoenix Suns,0.8087924348385949
Atlanta Hawks,Brooklyn Nets,0.887743129517481
Washington Wizards,Denver Nuggets,0.6697815815594798
Golden State Warriors,Boston Celtics,0.7746793965575874
Utah Jazz,Houston Rockets,0.5124698098605407
Indiana Pacers,Detroit Pistons,0.5117448907859575
Miami Heat,Charlotte Hornets,0.508722905249707
New York Knicks,Milwaukee Bucks,0.527184509476893
Los Angeles Clippers,Minnesota Timberwolves,0.8380960008412923
Toronto Raptors,New Orleans Pelicans,0.8462927672256941
Chicago Bulls,Orlando Magic,0.6364338160144838
San Antonio Spurs,Sacramento Kings,0.8830157326524807
Cleveland Cavaliers,Detroit Pistons,0.7396138691369065
Los Angeles Clippers,Memphis Grizzlies,0.7166387961703466
San Antonio Spurs,Oklahoma City Thunder,0.5855990759212487
Phoenix Suns,Los Angeles Lakers,0.6487987512884492
Portland Trail Blazers,Philadelphia 76ers,0.9400976089048326
Toronto Raptors,Atlanta Hawks,0.5955938077447452
Chicago Bulls,Houston Rockets,0.5600777948452783
Charlotte Hornets,Orlando Magic,0.6958851050969912
Dallas Mavericks,Brooklyn Nets,0.8276066122540146
Boston Celtics,Denver Nuggets,0.7707243497510974
Indiana Pacers,Milwaukee Bucks,0.740281437578616
Golden State Warriors,Minnesota Timberwolves,0.9307121100207422
Washington Wizards,Sacramento Kings,0.64128955978787
Charlotte Hornets,New Orleans Pelicans,0.7661572756795416
Dallas Mavericks,Phoenix Suns,0.7833827973035988
Detroit Pistons,New York Knicks,0.6941449763565634
Los Angeles Clippers,Philadelphia 76ers,0.9675593610636863
Atlanta Hawks,Memphis Grizzlies,0.6756019145693982
Toronto Raptors,Miami Heat,0.5859526625291231
Milwaukee Bucks,Minnesota Timberwolves,0.5011862918254564
Oklahoma City Thunder,Utah Jazz,0.7399247851220081
Cleveland Cavaliers,Orlando Magic,0.8290500482248732
Portland Trail Blazers,Washington Wizards,0.5223729377666141
Denver Nuggets,Sacramento Kings,0.5084201713792837
Golden State Warriors,San Antonio Spurs,0.5308618872043569
Boston Celtics,Chicago Bulls,0.6064915779539594
New York Knicks,Brooklyn Nets,0.730981383652231
Cleveland Cavaliers,Houston Rockets,0.7713694150514825
Miami Heat,Indiana Pacers,0.5538648459246731
Los Angeles Lakers,Philadelphia 76ers,0.6403357153589078
Portland Trail Blazers,Phoenix Suns,0.8749301469382537
Charlotte Hornets,Chicago Bulls,0.5750717466392955
Denver Nuggets,Los Angeles Lakers,0.7939249571723792
Memphis Grizzlies,Milwaukee Bucks,0.6266247287920699
Washington Wizards,Minnesota Timberwolves,0.726419884637111
